leg_id,datetime,pivot_side,structure_label,pivot_price,price_change,pct_change,swing_direction,threshold_pct
212,2024-12-19 11:18:00,Low,LL,69.39,-1.1799999999999926,-0.016720986254782355,Down,0.003
213,2024-12-19 11:31:00,High,LH,69.61,0.21999999999999886,0.003170485660757949,Up,0.003
214,2024-12-19 12:46:00,Low,LL,69.23,-0.37999999999999545,-0.0054589857779053785,Down,0.003
215,2024-12-19 13:12:00,High,LH,69.5,0.269999999999996,0.0039000433338147733,Up,0.003
216,2024-12-19 22:56:00,Low,LL,68.9,-0.5999999999999943,-0.008633093525179825,Down,0.003
217,2024-12-20 01:40:00,High,LH,69.19,0.28999999999999204,0.004208998548621112,Up,0.003
218,2024-12-20 03:00:00,Low,LL,68.89,-0.29999999999999716,-0.004335886688827784,Down,0.003
219,2024-12-20 03:36:00,High,LH,69.16,0.269999999999996,0.003919291624328691,Up,0.003
220,2024-12-20 06:57:00,Low,LL,68.48,-0.6799999999999926,-0.009832272990167645,Down,0.003
221,2024-12-20 08:36:00,High,HH,69.17,0.6899999999999977,0.010075934579439227,Up,0.003
222,2024-12-20 09:00:00,Low,HL,68.64,-0.5300000000000011,-0.007662281335839238,Down,0.003
223,2024-12-20 09:06:00,High,LH,69.05,0.4099999999999966,0.005973193473193472,Up,0.003
224,2024-12-20 09:48:00,Low,LL,68.47,-0.5799999999999983,-0.008399710354815348,Down,0.003
225,2024-12-20 11:24:00,High,HH,69.44,0.9699999999999989,0.014166788374470496,Up,0.003
226,2024-12-20 11:40:00,Low,HL,69.2,-0.23999999999999488,-0.003456221198156584,Down,0.003
227,2024-12-20 13:54:00,High,HH,69.83,0.6299999999999955,0.0091040462427745,Up,0.003
228,2024-12-20 14:36:00,Low,HL,69.38,-0.45000000000000284,-0.006444221681225826,Down,0.003
229,2024-12-22 21:45:00,High,HH,69.91,0.5300000000000011,0.007639089074661376,Up,0.003
